"","alert_id","alert_type","timestamp","src_ip","src_port","dest_ip","dest_port","infected_host","step"
"25",25,"ip_alert",1461849902,"149.170.134.242",53243,"92.53.124.62",443,"149.170.134.242","S2"
"26",26,"nc_alert",1462338557,NA,NA,NA,NA,NA,"S6"
"27",27,"disguised_exe_alert",1460704279,"149.170.207.247",62435,"59.141.2.168",80,"149.170.207.247","S1"
"28",28,"ssl_alert",1461116890,"149.170.207.247",50748,"31.202.37.35",443,"149.170.207.247","S2"
"29",29,"brute_force_alert",1461156420,"149.170.207.247",52161,"149.170.206.157",923,"149.170.207.247","S3"
"30",30,"tor_alert",1461302371,"149.170.207.247",58364,"88.198.111.119",443,"149.170.207.247","S5"
"31",31,"hash_alert",1457380312,"149.170.10.189",50136,"239.20.78.153",80,"149.170.10.189","S1"
"32",32,"ip_alert",1457542000,"149.170.10.189",56123,"101.200.81.187",443,"149.170.10.189","S2"
"33",33,"nc_alert",1457985113,NA,NA,NA,NA,NA,"S6"
"34",34,"disguised_exe_alert",1465566121,"149.170.179.106",49685,"253.241.81.20",80,"149.170.179.106","S1"
"35",35,"ip_alert",1466121591,"149.170.179.106",53004,"78.47.182.219",443,"149.170.179.106","S2"
"36",36,"tor_alert",1466126661,"149.170.179.106",53327,"172.245.209.201",443,"149.170.179.106","S5"
"37",37,"disguised_exe_alert",1465584358,"149.170.177.22",63405,"124.32.46.183",80,"149.170.177.22","S1"
"38",38,"ip_alert",1466173114,"149.170.177.22",59002,"164.132.53.34",443,"149.170.177.22","S2"
"39",39,"pass_hash_alert",1466181088,"149.170.177.22",65225,"149.170.97.14",220,"149.170.177.22","S3"
"40",40,"scan_alert",1466185464,"149.170.177.22",59859,"149.170.213.188",496,"149.170.177.22","S4"
"41",41,"tor_alert",1466186606,"149.170.177.22",61216,"58.178.103.25",443,"149.170.177.22","S5"
"42",42,"hash_alert",1452440595,"149.170.60.221",56749,"56.141.247.103",80,"149.170.60.221","S1"
"43",43,"ssl_alert",1452502604,"149.170.60.221",58390,"36.86.6.159",443,"149.170.60.221","S2"
"44",44,"scan_alert",1452758566,"149.170.60.221",65498,"149.170.79.86",409,"149.170.60.221","S4"
"45",45,"tor_alert",1452799692,"149.170.60.221",59554,"146.60.255.190",443,"149.170.60.221","S5"
"46",46,"domain_alert",1451736184,"149.170.132.53",52775,"149.170.39.92",53,"149.170.132.53","S1"
"47",47,"ip_alert",1452044513,"149.170.132.53",54488,"104.207.130.93",443,"149.170.132.53","S2"
"48",48,"scan_alert",1452199226,"149.170.132.53",62015,"149.170.239.246",230,"149.170.132.53","S4"
"49",49,"tor_alert",1452081388,"149.170.132.53",52938,"124.6.36.197",443,"149.170.132.53","S5"
"50",50,"disguised_exe_alert",1454294772,"149.170.57.245",64640,"5.205.11.183",80,"149.170.57.245","S1"
"51",51,"ssl_alert",1454717454,"149.170.57.245",53732,"108.196.196.50",443,"149.170.57.245","S2"
"52",52,"tor_alert",1454876721,"149.170.57.245",63552,"91.202.40.115",443,"149.170.57.245","S5"
"53",53,"hash_alert",1456397921,"149.170.95.35",61911,"196.73.1.234",80,"149.170.95.35","S1"
"54",54,"ip_alert",1456882370,"149.170.95.35",58849,"212.227.91.80",443,"149.170.95.35","S2"
"55",55,"tor_alert",1456893701,"149.170.95.35",50880,"130.180.23.230",443,"149.170.95.35","S5"
"56",56,"disguised_exe_alert",1456024844,"149.170.172.200",55047,"213.246.248.3",80,"149.170.172.200","S1"
"57",57,"ip_alert",1456519124,"149.170.172.200",62567,"78.115.79.21",443,"149.170.172.200","S2"
"58",58,"tor_alert",1456548233,"149.170.172.200",60319,"95.215.46.72",443,"149.170.172.200","S5"
"59",59,"hash_alert",1465679679,"149.170.148.174",65259,"228.131.38.68",80,"149.170.148.174","S1"
"60",60,"domain_flux_alert",1465768969,"149.170.148.174",63741,"149.170.39.92",53,"149.170.148.174","S2"
"61",61,"brute_force_alert",1466021643,"149.170.148.174",64189,"149.170.12.50",267,"149.170.148.174","S3"
"62",62,"tor_alert",1466229956,"149.170.148.174",60268,"128.199.132.7",443,"149.170.148.174","S5"
"63",63,"disguised_exe_alert",1462530646,"149.170.105.101",64597,"212.99.98.33",80,"149.170.105.101","S1"
"64",64,"ssl_alert",1462779177,"149.170.105.101",60980,"148.190.4.115",443,"149.170.105.101","S2"
"65",65,"brute_force_alert",1463078011,"149.170.105.101",56350,"149.170.187.149",416,"149.170.105.101","S3"
"66",66,"scan_alert",1463124414,"149.170.105.101",65341,"149.170.47.200",470,"149.170.105.101","S4"
"67",67,"tor_alert",1463129799,"149.170.105.101",60624,"104.233.80.15",443,"149.170.105.101","S5"
"68",68,"disguised_exe_alert",1453660862,"149.170.140.246",54539,"89.237.184.215",80,"149.170.140.246","S1"
"69",69,"ip_alert",1453925431,"149.170.140.246",64707,"185.12.95.40",443,"149.170.140.246","S2"
"70",70,"scan_alert",1454162472,"149.170.140.246",51902,"149.170.176.193",570,"149.170.140.246","S4"
"71",71,"tor_alert",1454125669,"149.170.140.246",54972,"77.93.203.34",443,"149.170.140.246","S5"
"72",72,"hash_alert",1466430971,"149.170.237.8",65410,"25.76.91.226",80,"149.170.237.8","S1"
"73",73,"ssl_alert",1466772228,"149.170.237.8",64876,"210.87.193.149",443,"149.170.237.8","S2"
"74",74,"brute_force_alert",1466841847,"149.170.237.8",50564,"149.170.148.3",277,"149.170.237.8","S3"
"75",75,"nc_alert",1467035772,NA,NA,NA,NA,NA,"S6"
"76",76,"disguised_exe_alert",1459040780,"149.170.159.187",58168,"84.136.45.92",80,"149.170.159.187","S1"
"77",77,"domain_flux_alert",1459166499,"149.170.159.187",62832,"149.170.39.93",53,"149.170.159.187","S2"
"78",78,"brute_force_alert",1459323848,"149.170.159.187",64582,"149.170.155.236",889,"149.170.159.187","S3"
"79",79,"scan_alert",1459529963,"149.170.159.187",59005,"149.170.55.174",136,"149.170.159.187","S4"
"80",80,"tor_alert",1459623016,"149.170.159.187",58183,"212.92.219.15",443,"149.170.159.187","S5"
"81",81,"disguised_exe_alert",1456644768,"149.170.131.68",61321,"90.164.149.237",80,"149.170.131.68","S1"
"82",82,"nc_alert",1457249569,NA,NA,NA,NA,NA,"S6"
"83",83,"disguised_exe_alert",1458540162,"149.170.233.217",58632,"197.112.18.77",80,"149.170.233.217","S1"
"84",84,"ssl_alert",1459134598,"149.170.233.217",64092,"64.170.51.9",443,"149.170.233.217","S2"
"85",85,"brute_force_alert",1459136515,"149.170.233.217",52241,"149.170.151.216",963,"149.170.233.217","S3"
"86",86,"nc_alert",1459144963,NA,NA,NA,NA,NA,"S6"
"87",87,"hash_alert",1458741507,"149.170.52.84",50776,"127.229.88.164",80,"149.170.52.84","S1"
"88",88,"ssl_alert",1459101667,"149.170.52.84",54211,"47.71.65.6",443,"149.170.52.84","S2"
"89",89,"brute_force_alert",1459169817,"149.170.52.84",61949,"149.170.30.95",503,"149.170.52.84","S3"
"90",90,"scan_alert",1459281551,"149.170.52.84",55062,"149.170.84.150",635,"149.170.52.84","S4"
"91",91,"nc_alert",1459346308,NA,NA,NA,NA,NA,"S6"
"92",92,"hash_alert",1462589308,"149.170.218.164",61137,"167.94.231.86",80,"149.170.218.164","S1"
"93",93,"ip_alert",1463096425,"149.170.218.164",60646,"185.91.175.159",443,"149.170.218.164","S2"
"94",94,"scan_alert",1463138010,"149.170.218.164",64576,"149.170.175.203",711,"149.170.218.164","S4"
"95",95,"nc_alert",1463194109,NA,NA,NA,NA,NA,"S6"
"96",96,"disguised_exe_alert",1451910813,"149.170.240.105",60898,"249.97.46.91",80,"149.170.240.105","S1"
"97",97,"ip_alert",1452444802,"149.170.240.105",51398,"103.23.154.184",443,"149.170.240.105","S2"
"98",98,"brute_force_alert",1452475790,"149.170.240.105",52106,"149.170.58.67",424,"149.170.240.105","S3"
"99",99,"tor_alert",1452498556,"149.170.240.105",58686,"81.138.159.69",443,"149.170.240.105","S5"
"100",100,"disguised_exe_alert",1462976942,"149.170.168.238",60136,"46.47.156.166",80,"149.170.168.238","S1"
"101",101,"ip_alert",1463001004,"149.170.168.238",51161,"192.232.204.53",443,"149.170.168.238","S2"
"102",102,"nc_alert",1463581743,NA,NA,NA,NA,NA,"S6"
"103",103,"disguised_exe_alert",1452029332,"149.170.68.15",54376,"36.64.128.100",80,"149.170.68.15","S1"
"104",104,"ssl_alert",1452614334,"149.170.68.15",58851,"129.48.247.219",443,"149.170.68.15","S2"
"105",105,"brute_force_alert",1452621701,"149.170.68.15",51958,"149.170.116.43",257,"149.170.68.15","S3"
"106",106,"scan_alert",1452624218,"149.170.68.15",51971,"149.170.14.253",677,"149.170.68.15","S4"
"107",107,"tor_alert",1452631474,"149.170.68.15",52387,"174.73.120.140",443,"149.170.68.15","S5"
"108",108,"disguised_exe_alert",1462952261,"149.170.128.156",57187,"140.217.66.252",80,"149.170.128.156","S1"
"109",109,"ip_alert",1463384824,"149.170.128.156",59601,"58.152.60.205",443,"149.170.128.156","S2"
"110",110,"tor_alert",1463442412,"149.170.128.156",51685,"188.166.80.153",443,"149.170.128.156","S5"
"111",111,"disguised_exe_alert",1459971734,"149.170.248.195",52962,"121.174.70.163",80,"149.170.248.195","S1"
"112",112,"ip_alert",1460085975,"149.170.248.195",60977,"27.4.1.212",443,"149.170.248.195","S2"
"113",113,"brute_force_alert",1460502098,"149.170.248.195",56697,"149.170.5.40",740,"149.170.248.195","S3"
"114",114,"nc_alert",1460576535,NA,NA,NA,NA,NA,"S6"
"115",115,"disguised_exe_alert",1456288230,"149.170.10.252",51326,"70.143.202.78",80,"149.170.10.252","S1"
"116",116,"ip_alert",1456699511,"149.170.10.252",57116,"106.187.38.36",443,"149.170.10.252","S2"
"117",117,"scan_alert",1456889511,"149.170.10.252",57967,"149.170.221.103",261,"149.170.10.252","S4"
"118",118,"tor_alert",1456775347,"149.170.10.252",65493,"188.40.235.215",443,"149.170.10.252","S5"
"119",119,"disguised_exe_alert",1465769872,"149.170.140.248",64290,"145.250.36.203",80,"149.170.140.248","S1"
"120",120,"ip_alert",1466148577,"149.170.140.248",53238,"94.176.2.170",443,"149.170.140.248","S2"
"121",121,"tor_alert",1466286680,"149.170.140.248",53964,"82.197.193.185",443,"149.170.140.248","S5"
"122",122,"domain_alert",1459550942,"149.170.73.150",62414,"149.170.39.93",53,"149.170.73.150","S1"
"123",123,"ip_alert",1459566684,"149.170.73.150",63155,"103.245.153.70",443,"149.170.73.150","S2"
"124",124,"scan_alert",1460093538,"149.170.73.150",62128,"149.170.50.98",588,"149.170.73.150","S4"
"125",125,"nc_alert",1460155743,NA,NA,NA,NA,NA,"S6"
"126",126,"disguised_exe_alert",1460557288,"149.170.118.221",64594,"210.143.164.2",80,"149.170.118.221","S1"
"127",127,"ssl_alert",1460884032,"149.170.118.221",59402,"20.228.120.104",443,"149.170.118.221","S2"
"128",128,"nc_alert",1461162089,NA,NA,NA,NA,NA,"S6"
"129",129,"disguised_exe_alert",1451697767,"149.170.14.45",50766,"55.78.108.61",80,"149.170.14.45","S1"
"130",130,"ip_alert",1452005547,"149.170.14.45",61258,"200.49.169.94",443,"149.170.14.45","S2"
"131",131,"nc_alert",1452302568,NA,NA,NA,NA,NA,"S6"
"132",132,"disguised_exe_alert",1460818346,"149.170.231.172",56399,"210.46.152.163",80,"149.170.231.172","S1"
"133",133,"domain_flux_alert",1461004737,"149.170.231.172",64137,"149.170.39.92",53,"149.170.231.172","S2"
"134",134,"nc_alert",1461423147,NA,NA,NA,NA,NA,"S6"
"135",135,"disguised_exe_alert",1454318991,"149.170.6.119",64266,"144.179.100.140",80,"149.170.6.119","S1"
"136",136,"domain_flux_alert",1454542886,"149.170.6.119",56071,"149.170.39.92",53,"149.170.6.119","S2"
"137",137,"brute_force_alert",1454870236,"149.170.6.119",51887,"149.170.111.24",273,"149.170.6.119","S3"
"138",138,"scan_alert",1454889309,"149.170.6.119",50062,"149.170.215.79",670,"149.170.6.119","S4"
"139",139,"nc_alert",1454923792,NA,NA,NA,NA,NA,"S6"
"140",140,"disguised_exe_alert",1456647654,"149.170.130.102",57974,"111.128.16.116",80,"149.170.130.102","S1"
"141",141,"ssl_alert",1457076054,"149.170.130.102",56216,"39.238.36.89",443,"149.170.130.102","S2"
"142",142,"tor_alert",1457184117,"149.170.130.102",51471,"213.196.173.82",443,"149.170.130.102","S5"
"143",143,"domain_alert",1457337571,"149.170.100.26",49640,"149.170.39.93",53,"149.170.100.26","S1"
"144",144,"ip_alert",1457568990,"149.170.100.26",52390,"188.120.249.231",443,"149.170.100.26","S2"
"145",145,"nc_alert",1457942372,NA,NA,NA,NA,NA,"S6"
"146",146,"disguised_exe_alert",1464616160,"149.170.156.207",58574,"90.235.248.175",80,"149.170.156.207","S1"
"147",147,"ssl_alert",1465141474,"149.170.156.207",62390,"249.232.230.142",443,"149.170.156.207","S2"
"148",148,"pass_hash_alert",1465163826,"149.170.156.207",56237,"149.170.24.25",813,"149.170.156.207","S3"
"149",149,"tor_alert",1465177824,"149.170.156.207",53710,"198.167.137.101",443,"149.170.156.207","S5"
"150",150,"disguised_exe_alert",1458382104,"149.170.18.83",58952,"5.159.110.89",80,"149.170.18.83","S1"
"151",151,"ip_alert",1458399333,"149.170.18.83",52345,"185.15.185.201",443,"149.170.18.83","S2"
"152",152,"brute_force_alert",1458800270,"149.170.18.83",60973,"149.170.195.114",331,"149.170.18.83","S3"
"153",153,"tor_alert",1458879009,"149.170.18.83",57065,"65.60.174.73",443,"149.170.18.83","S5"
"154",154,"domain_alert",1464985759,"149.170.144.222",55383,"149.170.39.93",53,"149.170.144.222","S1"
"155",155,"nc_alert",1465590560,NA,NA,NA,NA,NA,"S6"
"156",156,"hash_alert",1463321968,"149.170.122.146",50025,"58.118.29.155",80,"149.170.122.146","S1"
"157",157,"ssl_alert",1463623570,"149.170.122.146",63579,"123.112.65.183",443,"149.170.122.146","S2"
"158",158,"tor_alert",1463910960,"149.170.122.146",53699,"84.58.106.61",443,"149.170.122.146","S5"
"159",159,"disguised_exe_alert",1453268259,"149.170.139.51",64430,"202.194.236.2",80,"149.170.139.51","S1"
"160",160,"ssl_alert",1453386225,"149.170.139.51",59289,"99.200.81.53",443,"149.170.139.51","S2"
"161",161,"pass_hash_alert",1453525682,"149.170.139.51",60921,"149.170.121.124",924,"149.170.139.51","S3"
"162",162,"tor_alert",1453633396,"149.170.139.51",65363,"5.196.227.161",443,"149.170.139.51","S5"
"163",163,"hash_alert",1461398375,"149.170.137.101",53295,"44.170.196.55",80,"149.170.137.101","S1"
"164",164,"ip_alert",1461445362,"149.170.137.101",64139,"76.165.198.9",443,"149.170.137.101","S2"
"165",165,"scan_alert",1461806575,"149.170.137.101",51258,"149.170.106.134",633,"149.170.137.101","S4"
"166",166,"nc_alert",1462003176,NA,NA,NA,NA,NA,"S6"
"167",167,"disguised_exe_alert",1464254117,"149.170.81.182",64178,"42.153.173.70",80,"149.170.81.182","S1"
"168",168,"ip_alert",1464322662,"149.170.81.182",54642,"190.15.192.25",443,"149.170.81.182","S2"
"169",169,"tor_alert",1464831175,"149.170.81.182",58239,"176.53.232.37",443,"149.170.81.182","S5"
"170",170,"disguised_exe_alert",1456329552,"149.170.46.142",56479,"84.197.49.34",80,"149.170.46.142","S1"
"171",171,"nc_alert",1456934353,NA,NA,NA,NA,NA,"S6"
"172",172,"disguised_exe_alert",1461415271,"149.170.193.15",62880,"126.133.238.207",80,"149.170.193.15","S1"
"173",173,"ssl_alert",1461591873,"149.170.193.15",62136,"14.75.185.177",443,"149.170.193.15","S2"
"174",174,"pass_hash_alert",1461742225,"149.170.193.15",57541,"149.170.164.236",226,"149.170.193.15","S3"
"175",175,"scan_alert",1461752452,"149.170.193.15",54997,"149.170.1.10",318,"149.170.193.15","S4"
"176",176,"tor_alert",1461922027,"149.170.193.15",51614,"128.199.179.100",443,"149.170.193.15","S5"
"177",177,"hash_alert",1454111226,"149.170.102.32",56913,"200.210.248.149",80,"149.170.102.32","S1"
"178",178,"nc_alert",1454716027,NA,NA,NA,NA,NA,"S6"
"179",179,"hash_alert",1466103670,"149.170.35.164",62646,"67.17.5.163",80,"149.170.35.164","S1"
"180",180,"ssl_alert",1466343656,"149.170.35.164",64020,"195.7.182.213",443,"149.170.35.164","S2"
"181",181,"scan_alert",1466535194,"149.170.35.164",64569,"149.170.87.223",985,"149.170.35.164","S4"
"182",182,"nc_alert",1466708471,NA,NA,NA,NA,NA,"S6"
"183",183,"disguised_exe_alert",1457367157,"149.170.134.38",58819,"7.32.11.155",80,"149.170.134.38","S1"
"184",184,"ip_alert",1457880345,"149.170.134.38",57167,"80.65.93.241",443,"149.170.134.38","S2"
"185",185,"tor_alert",1457892553,"149.170.134.38",49859,"163.172.129.12",443,"149.170.134.38","S5"
"186",186,"domain_alert",1461267828,"149.170.64.158",63344,"149.170.39.92",53,"149.170.64.158","S1"
"187",187,"ssl_alert",1461434427,"149.170.64.158",52080,"30.251.145.64",443,"149.170.64.158","S2"
"188",188,"nc_alert",1461872629,NA,NA,NA,NA,NA,"S6"
"189",189,"disguised_exe_alert",1458256491,"149.170.31.27",59155,"35.197.164.242",80,"149.170.31.27","S1"
"190",190,"domain_flux_alert",1458266373,"149.170.31.27",62904,"149.170.39.92",53,"149.170.31.27","S2"
"191",191,"nc_alert",1458861292,NA,NA,NA,NA,NA,"S6"
"192",192,"domain_alert",1455595169,"149.170.190.23",49399,"149.170.39.93",53,"149.170.190.23","S1"
"193",193,"ip_alert",1455647488,"149.170.190.23",61732,"210.211.108.215",443,"149.170.190.23","S2"
"194",194,"scan_alert",1455692424,"149.170.190.23",57315,"149.170.143.204",943,"149.170.190.23","S4"
"195",195,"tor_alert",1456050341,"149.170.190.23",50521,"118.209.48.40",443,"149.170.190.23","S5"
"196",196,"disguised_exe_alert",1455276564,"149.170.125.230",52514,"215.234.191.21",80,"149.170.125.230","S1"
"197",197,"domain_flux_alert",1455857853,"149.170.125.230",54042,"149.170.39.92",53,"149.170.125.230","S2"
"198",198,"brute_force_alert",1455873904,"149.170.125.230",63668,"149.170.199.158",789,"149.170.125.230","S3"
"199",199,"nc_alert",1455881365,NA,NA,NA,NA,NA,"S6"
"200",200,"disguised_exe_alert",1461953081,"149.170.210.29",64159,"3.81.123.97",80,"149.170.210.29","S1"
"201",201,"nc_alert",1462557882,NA,NA,NA,NA,NA,"S6"
"202",202,"hash_alert",1466133789,"149.170.167.199",53037,"110.45.66.22",80,"149.170.167.199","S1"
"203",203,"ip_alert",1466449565,"149.170.167.199",62242,"41.136.36.148",443,"149.170.167.199","S2"
"204",204,"scan_alert",1466466912,"149.170.167.199",58766,"149.170.233.237",1008,"149.170.167.199","S4"
"205",205,"tor_alert",1466709736,"149.170.167.199",49432,"46.9.195.20",443,"149.170.167.199","S5"
"206",206,"disguised_exe_alert",1459567823,"149.170.192.95",64118,"254.16.25.75",80,"149.170.192.95","S1"
"207",207,"ip_alert",1459588927,"149.170.192.95",56686,"198.154.62.28",443,"149.170.192.95","S2"
"208",208,"nc_alert",1460172624,NA,NA,NA,NA,NA,"S6"
"209",209,"disguised_exe_alert",1460095485,"149.170.16.216",62196,"154.74.0.158",80,"149.170.16.216","S1"
"210",210,"nc_alert",1460700286,NA,NA,NA,NA,NA,"S6"
"211",211,"hash_alert",1459057728,"149.170.176.45",53033,"32.230.231.185",80,"149.170.176.45","S1"
"212",212,"ssl_alert",1459403333,"149.170.176.45",50948,"250.189.144.137",443,"149.170.176.45","S2"
"213",213,"pass_hash_alert",1459603988,"149.170.176.45",64916,"149.170.54.136",390,"149.170.176.45","S3"
"214",214,"tor_alert",1459616210,"149.170.176.45",57810,"80.73.242.142",443,"149.170.176.45","S5"
"215",215,"disguised_exe_alert",1454112914,"149.170.72.126",61109,"179.244.29.141",80,"149.170.72.126","S1"
"216",216,"ssl_alert",1454254068,"149.170.72.126",58180,"66.6.158.100",443,"149.170.72.126","S2"
"217",217,"scan_alert",1454271074,"149.170.72.126",49560,"149.170.227.168",313,"149.170.72.126","S4"
"218",218,"tor_alert",1454616605,"149.170.72.126",65345,"5.167.78.30",443,"149.170.72.126","S5"
"219",219,"domain_alert",1453091098,"149.170.154.153",50672,"149.170.39.92",53,"149.170.154.153","S1"
"220",220,"ip_alert",1453221599,"149.170.154.153",57373,"46.36.219.141",443,"149.170.154.153","S2"
"221",221,"scan_alert",1453317898,"149.170.154.153",62063,"149.170.238.104",110,"149.170.154.153","S4"
"222",222,"tor_alert",1453480842,"149.170.154.153",60008,"174.136.105.86",443,"149.170.154.153","S5"
"223",223,"disguised_exe_alert",1464511290,"149.170.168.233",57469,"83.229.102.66",80,"149.170.168.233","S1"
"224",224,"ip_alert",1464976822,"149.170.168.233",50752,"87.236.215.151",443,"149.170.168.233","S2"
"225",225,"pass_hash_alert",1465066769,"149.170.168.233",65067,"149.170.197.62",1,"149.170.168.233","S3"
"226",226,"nc_alert",1465116091,NA,NA,NA,NA,NA,"S6"
"227",227,"hash_alert",1456144500,"149.170.2.79",64411,"101.104.75.196",80,"149.170.2.79","S1"
"228",228,"ssl_alert",1456671012,"149.170.2.79",58471,"161.40.47.6",443,"149.170.2.79","S2"
"229",229,"brute_force_alert",1456708152,"149.170.2.79",61374,"149.170.213.168",469,"149.170.2.79","S3"
"230",230,"scan_alert",1456742757,"149.170.2.79",62392,"149.170.22.239",646,"149.170.2.79","S4"
"231",231,"nc_alert",1456749301,NA,NA,NA,NA,NA,"S6"
"232",232,"hash_alert",1457685477,"149.170.10.119",52023,"126.118.89.22",80,"149.170.10.119","S1"
"233",233,"domain_flux_alert",1458178693,"149.170.10.119",52719,"149.170.39.93",53,"149.170.10.119","S2"
"234",234,"brute_force_alert",1458208727,"149.170.10.119",60022,"149.170.252.50",309,"149.170.10.119","S3"
"235",235,"scan_alert",1458275942,"149.170.10.119",53175,"149.170.119.58",140,"149.170.10.119","S4"
"236",236,"tor_alert",1458289161,"149.170.10.119",56132,"212.83.158.20",443,"149.170.10.119","S5"
"237",237,"disguised_exe_alert",1452330291,"149.170.61.209",55971,"132.221.162.156",80,"149.170.61.209","S1"
"238",238,"ssl_alert",1452358975,"149.170.61.209",61708,"176.205.23.135",443,"149.170.61.209","S2"
"239",239,"nc_alert",1452935092,NA,NA,NA,NA,NA,"S6"
"240",240,"disguised_exe_alert",1455290369,"149.170.18.83",49419,"216.97.178.219",80,"149.170.18.83","S1"
"241",241,"nc_alert",1455895170,NA,NA,NA,NA,NA,"S6"
"242",242,"disguised_exe_alert",1461268793,"149.170.159.181",57758,"30.104.197.44",80,"149.170.159.181","S1"
"243",243,"ip_alert",1461274842,"149.170.159.181",62489,"5.39.185.231",443,"149.170.159.181","S2"
"244",244,"brute_force_alert",1461408997,"149.170.159.181",54023,"149.170.105.191",585,"149.170.159.181","S3"
"245",245,"scan_alert",1461412543,"149.170.159.181",58898,"149.170.150.48",870,"149.170.159.181","S4"
"246",246,"tor_alert",1461807784,"149.170.159.181",58779,"195.234.152.86",443,"149.170.159.181","S5"
"247",247,"disguised_exe_alert",1461873322,"149.170.237.109",60684,"179.192.207.239",80,"149.170.237.109","S1"
"248",248,"ip_alert",1462090475,"149.170.237.109",58068,"114.113.148.141",443,"149.170.237.109","S2"
"249",249,"scan_alert",1462396553,"149.170.237.109",50667,"149.170.171.134",670,"149.170.237.109","S4"
"250",250,"tor_alert",1462252730,"149.170.237.109",56671,"185.19.93.99",443,"149.170.237.109","S5"
"251",251,"hash_alert",1464328277,"149.170.253.16",58033,"224.229.75.198",80,"149.170.253.16","S1"
"252",252,"ip_alert",1464776525,"149.170.253.16",53546,"103.7.59.135",443,"149.170.253.16","S2"
"253",253,"brute_force_alert",1464853738,"149.170.253.16",53950,"149.170.62.251",337,"149.170.253.16","S3"
"254",254,"scan_alert",1464919283,"149.170.253.16",60381,"149.170.209.62",238,"149.170.253.16","S4"
"255",255,"tor_alert",1464922963,"149.170.253.16",60104,"5.9.212.204",443,"149.170.253.16","S5"
"256",256,"disguised_exe_alert",1462989879,"149.170.78.47",58964,"204.30.113.239",80,"149.170.78.47","S1"
"257",257,"domain_flux_alert",1463521112,"149.170.78.47",55282,"149.170.39.92",53,"149.170.78.47","S2"
"258",258,"tor_alert",1463562656,"149.170.78.47",57591,"78.47.47.214",443,"149.170.78.47","S5"
"259",259,"hash_alert",1456609959,"149.170.222.248",62211,"99.73.177.9",80,"149.170.222.248","S1"
"260",260,"ip_alert",1456639472,"149.170.222.248",53573,"199.7.234.100",443,"149.170.222.248","S2"
"261",261,"nc_alert",1457214760,NA,NA,NA,NA,NA,"S6"
"262",262,"domain_alert",1466062668,"149.170.231.98",60700,"149.170.39.92",53,"149.170.231.98","S1"
"263",263,"ip_alert",1466257164,"149.170.231.98",57754,"190.123.35.141",443,"149.170.231.98","S2"
"264",264,"brute_force_alert",1466618304,"149.170.231.98",62186,"149.170.24.212",607,"149.170.231.98","S3"
"265",265,"tor_alert",1466649910,"149.170.231.98",50305,"92.63.87.220",443,"149.170.231.98","S5"
"266",266,"domain_alert",1464033612,"149.170.65.159",55450,"149.170.39.93",53,"149.170.65.159","S1"
