,UserName,SrcDevice,DstDevice,Authent Type,Failure,DailyCount,Hour,Day
288,User546407,Comp684141,Comp916004,NetworkLogon,1,2.0,8,63
289,User546407,Comp684141,Comp829338,TGS,0,1.0,12,63
290,User546407,Comp684141,Comp915658,NetworkLogon,0,1.0,16,63
291,User546407,Comp684141,ActiveDirectory,NetworkLogon,0,644.0,18,63
292,User546407,Comp107130,Comp916004,NetworkLogon,0,24.0,20,63
293,User546407,Comp684141,ActiveDirectory,TGT,0,41.0,21,63
294,User546407,Comp684141,Comp370444,TGS,0,3.0,22,63
295,User546407,Comp684141,None,WorkstationUnlock,0,23.0,2,64
296,User546407,Comp684141,ActiveDirectory,TGS,0,80.0,3,64
297,User546407,Comp684141,Comp546675,NetworkLogon,0,1.0,3,64
298,User546407,Comp684141,None,WorkstationLock,0,8.0,6,64
299,User546407,Comp684141,Comp915658,NetworkLogon,0,1.0,8,64
300,User546407,Comp684141,ActiveDirectory,NetworkLogon,0,768.0,9,64
301,User546407,Comp684141,Comp546675,TGS,0,1.0,10,64
302,User546407,Comp684141,Comp829338,TGS,0,1.0,11,64
303,User546407,Comp684141,Comp684141,TGS,0,8.0,13,64
304,User546407,Comp684141,Comp788417,TGS,0,70.0,13,64
305,User546407,Comp684141,Comp916004,NetworkLogon,1,5.0,16,64
306,User546407,Comp684141,None,WorkstationUnlock,1,1.0,16,64
307,User546407,Comp684141,Comp370444,TGS,0,9.0,18,64
308,User546407,Comp684141,Comp915658,TGS,0,1.0,19,64
309,User546407,Comp107130,Comp916004,NetworkLogon,0,52.0,22,64
310,User546407,Comp684141,ActiveDirectory,TGT,0,72.0,22,64
311,User546407,Comp684141,Comp370444,NetworkLogon,0,32.0,23,64
312,User546407,Comp684141,Comp916004,NetworkLogon,1,1.0,2,65
313,User546407,Comp684141,None,WorkstationUnlock,0,15.0,2,65
314,User546407,Comp684141,ActiveDirectory,TGS,0,85.0,3,65
315,User546407,Comp684141,Comp546675,NetworkLogon,0,3.0,3,65
316,User546407,Comp684141,Comp829338,TGS,0,3.0,6,65
317,User546407,Comp684141,None,WorkstationLock,0,5.0,6,65
318,User546407,Comp684141,Comp915658,NetworkLogon,0,3.0,8,65
319,User546407,Comp684141,ActiveDirectory,NetworkLogon,0,637.0,9,65
320,User546407,Comp684141,Comp546675,TGS,0,3.0,10,65
321,User546407,Comp684141,Comp684141,TGS,0,5.0,13,65
322,User546407,Comp684141,Comp788417,TGS,0,73.0,14,65
323,User546407,Comp107130,Comp916004,NetworkLogon,0,26.0,15,65
324,User546407,Comp684141,Comp915658,TGS,0,3.0,19,65
325,User546407,Comp684141,ActiveDirectory,TGT,0,75.0,22,65
326,User546407,Comp684141,Comp370444,TGS,0,7.0,23,65
327,User546407,Comp684141,Comp370444,NetworkLogon,0,29.0,23,65
328,User546407,Comp684141,Comp916004,NetworkLogon,1,3.0,2,66
329,User546407,Comp684141,None,WorkstationUnlock,0,14.0,2,66
330,User546407,Comp684141,ActiveDirectory,TGS,0,55.0,3,66
331,User546407,Comp684141,Comp546675,NetworkLogon,0,2.0,3,66
332,User546407,Comp684141,Comp915658,NetworkLogon,0,2.0,8,66
333,User546407,Comp684141,ActiveDirectory,NetworkLogon,0,694.0,9,66
334,User546407,Comp684141,Comp546675,TGS,0,2.0,10,66
335,User546407,Comp684141,None,WorkstationLock,0,5.0,10,66
336,User546407,Comp684141,Comp829338,TGS,0,2.0,11,66
337,User546407,Comp684141,Comp684141,TGS,0,5.0,13,66
338,User546407,Comp684141,Comp788417,TGS,0,75.0,14,66
339,User546407,Comp684141,Comp370444,TGS,0,6.0,18,66
340,User546407,Comp684141,Comp915658,TGS,0,2.0,19,66
341,User546407,Comp684141,None,WorkstationUnlock,1,1.0,21,66
342,User546407,Comp107130,Comp916004,NetworkLogon,0,30.0,22,66
343,User546407,Comp684141,ActiveDirectory,TGT,0,74.0,22,66
344,User546407,Comp684141,Comp370444,NetworkLogon,0,29.0,23,66
345,User546407,Comp684141,Comp916004,NetworkLogon,1,8.0,2,67
346,User546407,Comp684141,None,WorkstationUnlock,0,35.0,2,67
347,User546407,Comp684141,ActiveDirectory,TGS,0,97.0,3,67
348,User546407,Comp684141,Comp546675,NetworkLogon,0,3.0,3,67
349,User546407,Comp684141,Comp915658,NetworkLogon,0,3.0,8,67
350,User546407,Comp684141,ActiveDirectory,NetworkLogon,0,764.0,9,67
351,User546407,Comp684141,Comp546675,TGS,0,2.0,10,67
352,User546407,Comp684141,None,WorkstationLock,0,12.0,10,67
353,User546407,Comp684141,Comp829338,TGS,0,2.0,11,67
354,User546407,Comp684141,Comp684141,TGS,0,12.0,13,67
355,User546407,Comp684141,Comp788417,TGS,0,78.0,14,67
356,User546407,Comp107130,Comp916004,NetworkLogon,0,22.0,15,67
357,User546407,Comp684141,Comp370444,TGS,0,13.0,18,67
358,User546407,Comp684141,Comp915658,TGS,0,2.0,19,67
359,User546407,Comp684141,None,WorkstationUnlock,1,1.0,21,67
360,User546407,Comp684141,ActiveDirectory,TGT,0,78.0,22,67
361,User546407,Comp684141,Comp370444,NetworkLogon,0,36.0,23,67
362,User546407,Comp684141,Comp916004,NetworkLogon,1,3.0,2,68
363,User546407,Comp684141,None,WorkstationUnlock,0,27.0,2,68
364,User546407,Comp684141,ActiveDirectory,TGS,0,81.0,3,68
365,User546407,Comp684141,Comp546675,NetworkLogon,0,1.0,3,68
366,User546407,Comp684141,None,WorkstationLock,0,9.0,6,68
367,User546407,Comp684141,Comp953301,NetworkLogon,0,2.0,7,68
368,User546407,Comp684141,Comp915658,NetworkLogon,0,1.0,8,68
369,User546407,Comp684141,ActiveDirectory,NetworkLogon,0,632.0,9,68
370,User546407,Comp684141,Comp829338,TGS,0,1.0,11,68
371,User546407,Comp684141,Comp684141,TGS,0,9.0,13,68
372,User546407,Comp684141,Comp788417,TGS,0,73.0,14,68
373,User546407,Comp684141,Comp546675,TGS,0,1.0,14,68
374,User546407,Comp684141,Comp915658,TGS,0,1.0,15,68
375,User546407,Comp107130,Comp916004,NetworkLogon,0,26.0,22,68
376,User546407,Comp684141,ActiveDirectory,TGT,0,75.0,22,68
377,User546407,Comp684141,Comp370444,TGS,0,10.0,23,68
378,User546407,Comp684141,Comp370444,NetworkLogon,0,33.0,23,68
379,User546407,Comp684141,Comp788417,TGS,0,59.0,4,69
380,User546407,Comp107130,Comp916004,NetworkLogon,0,14.0,6,69
381,User546407,Comp684141,Comp915658,TGS,0,1.0,6,69
382,User546407,Comp684141,ActiveDirectory,TGS,0,43.0,6,69
383,User546407,Comp684141,Comp546675,NetworkLogon,0,1.0,7,69
384,User546407,Comp684141,Comp916004,NetworkLogon,1,2.0,8,69
385,User546407,Comp684141,Comp915658,NetworkLogon,0,1.0,16,69
386,User546407,Comp684141,ActiveDirectory,NetworkLogon,0,515.0,18,69
387,User546407,Comp684141,Comp546675,TGS,0,1.0,20,69
388,User546407,Comp684141,ActiveDirectory,TGT,0,59.0,21,69
389,User546407,Comp684141,Comp370444,TGS,0,3.0,22,69
390,User546407,Comp684141,Comp829338,TGS,0,1.0,22,69
391,User546407,Comp684141,Comp370444,NetworkLogon,0,24.0,22,69
392,User546407,Comp684141,Comp788417,TGS,0,71.0,4,70
393,User546407,Comp107130,Comp916004,NetworkLogon,0,23.0,6,70
394,User546407,Comp684141,Comp915658,TGS,0,1.0,6,70
395,User546407,Comp684141,ActiveDirectory,TGS,0,34.0,6,70
396,User546407,Comp684141,Comp916004,NetworkLogon,1,2.0,8,70
397,User546407,Comp684141,Comp915658,NetworkLogon,0,1.0,16,70
398,User546407,Comp684141,ActiveDirectory,NetworkLogon,0,546.0,18,70
399,User546407,Comp684141,ActiveDirectory,TGT,0,71.0,21,70
400,User546407,Comp684141,Comp370444,TGS,0,2.0,22,70
401,User546407,Comp684141,Comp829338,TGS,0,1.0,22,70
402,User546407,Comp684141,Comp370444,NetworkLogon,0,24.0,22,70
